date,open_price,close_price,avg_volume
2023-03-23,27449.254830807356,27449.254830807356,35394833933.50181
2023-03-24,28459.735113552502,28459.735113552502,20360807194.56342
2023-03-25,27595.4947483755,27595.4947483755,21551272690.413612
2023-03-26,27670.199498496833,27670.199498496833,15053754845.31385
2023-03-27,28048.46997853496,28048.46997853496,14450374261.063795
2023-03-28,27182.299559950465,27182.299559950465,18519053231.63728
2023-03-29,27291.3500210497,27291.3500210497,17658503318.910484
2023-03-30,28394.997780199057,28394.997780199057,21097595427.489532
2023-03-31,28041.123080088284,28041.123080088284,22702531379.35043
2023-04-01,28516.784729688636,28516.784729688636,19112345639.962193
2023-04-02,28498.94463304862,28498.94463304862,10085380788.870918
2023-04-03,28236.508738939792,28236.508738939792,11682876586.814528
2023-04-04,27815.42653124798,27815.42653124798,19711493345.476036
2023-04-05,28175.33033421539,28175.33033421539,14871614372.831093
2023-04-06,28197.20034124555,28197.20034124555,16507617903.813946
2023-04-07,28042.9833864884,28042.9833864884,13079528995.139923
2023-04-08,27934.43871284895,27934.43871284895,10141276803.893911
2023-04-09,27968.12804705512,27968.12804705512,8844199146.1801
2023-04-10,28351.23699385011,28351.23699385011,11429030269.731691
2023-04-11,29657.974136873556,29657.974136873556,17475381731.251884
2023-04-12,30260.93610940865,30260.93610940865,18320296514.777645
2023-04-13,29904.138694718906,29904.138694718906,18407698928.06657
2023-04-14,30405.027312781145,30405.027312781145,16404033694.47376
2023-04-15,30468.40870059078,30468.40870059078,20984067684.216217
2023-04-16,30312.16187965924,30312.16187965924,11028264273.146706
2023-04-17,30304.807514785844,30304.807514785844,11188035367.077023
2023-04-18,29467.459829260344,29467.459829260344,16771824487.579357
2023-04-19,30365.904167541412,30365.904167541412,18078539248.52104
2023-04-20,28833.217501221105,28833.217501221105,24136616861.636356
2023-04-21,28255.57824866478,28255.57824866478,21695904964.799046
2023-04-22,27300.157128515566,27300.157128515566,20420333533.71415
2023-04-23,27861.640663476548,27861.640663476548,11700230849.968126
2023-04-24,27606.578347653143,27606.578347653143,11435645306.771605
2023-04-25,27511.635682161308,27511.635682161308,16443099944.64734
2023-04-26,28351.218248373007,28351.218248373007,17061823985.865345
2023-04-27,28352.19132059668,28352.19132059668,30540034741.28477
2023-04-28,29483.52170499186,29483.52170499186,26238597379.49954
2023-04-29,29339.99499754935,29339.99499754935,18730801539.181553
2023-04-30,29217.944046809913,29217.944046809913,9711415138.827158
2023-05-01,29362.056213625394,29362.056213625394,14707008604.647
2023-05-02,28125.501155636823,28125.501155636823,19980169281.008976
2023-05-03,28654.390133326717,28654.390133326717,17699097406.188805
2023-05-04,28988.320996249273,28988.320996249273,19944381490.560024
2023-05-05,28846.461458608057,28846.461458608057,12676760580.080193
2023-05-06,29520.322268970496,29520.322268970496,4971523630.54862
2023-05-07,28887.741045523366,28887.741045523366,6463808309.438925
2023-05-08,28611.439197614574,28611.439197614574,10199066943.170338
2023-05-09,27696.76078562556,27696.76078562556,21535578788.860283
2023-05-10,27607.39168091902,27607.39168091902,8876813250.933558
2023-05-11,27639.73356593586,27639.73356593586,17159331951.189877
2023-05-12,27024.76572929978,27024.76572929978,7754296234.077171
2023-05-13,26787.69039591833,26787.69039591833,9157286238.193073
2023-05-14,26798.126271474703,26798.126271474703,8365379054.202115
2023-05-15,26911.805273213893,26911.805273213893,6019488454.419681
2023-05-16,27227.793422558792,27227.793422558792,14570026781.747086
2023-05-17,27022.713173921147,27022.713173921147,12927093920.902998
2023-05-18,27389.971511442203,27389.971511442203,12580626234.913448
2023-05-19,26842.95249471792,26842.95249471792,12599487111.93878
2023-05-20,26884.371059589947,26884.371059589947,11559136131.368769
2023-05-21,27093.79110149735,27093.79110149735,3882362454.219783
2023-05-22,26773.83024366478,26773.83024366478,8125825605.684245
2023-05-23,26869.686021790778,26869.686021790778,8025716966.179398
2023-05-24,27222.937746603853,27222.937746603853,11685763863.312372
2023-05-25,26338.948946998687,26338.948946998687,17477200137.10873
2023-05-26,26475.607902534273,26475.607902534273,11953749225.494001
2023-05-27,26717.987553571777,26717.987553571777,10994037071.45216
2023-05-28,26848.23993959246,26848.23993959246,6029471707.897409
2023-05-29,28110.313467609285,28110.313467609285,13144599279.47902
2023-05-30,27759.746663920676,27759.746663920676,13483205892.539595
2023-05-31,27713.908547529507,27713.908547529507,12766436369.815956
2023-06-01,27245.474465179723,27245.474465179723,10001106221.647074
2023-06-02,26824.10149951678,26824.10149951678,12156086970.872988
2023-06-03,27247.74008145703,27247.74008145703,15428145241.775957
2023-06-04,27066.371328526235,27066.371328526235,6673279605.629511
2023-06-05,27315.447587487684,27315.447587487684,6098045626.047618
2023-06-06,25792.6160902334,25792.6160902334,21208433571.87331
2023-06-07,27216.61556469773,27216.61556469773,22188018260.83246
2023-06-08,26346.244545137633,26346.244545137633,14723854336.09437
2023-06-09,26507.90989220298,26507.90989220298,10197924963.780262
2023-06-10,26469.581684007026,26469.581684007026,10464066236.48124
2023-06-11,25858.12289218562,25858.12289218562,9755626714.244692
2023-06-12,25916.57989637981,25916.57989637981,10439993428.365507
2023-06-13,25910.362742919464,25910.362742919464,9761691909.31603
2023-06-14,25872.20645879509,25872.20645879509,9921875985.888603
2023-06-15,25107.754695880594,25107.754695880594,11982737579.702812
2023-06-16,25564.599632887144,25564.599632887144,15184095954.029512
2023-06-17,26327.3256694539,26327.3256694539,13604025863.641972
2023-06-18,26501.044442233673,26501.044442233673,9533422254.890303
2023-06-19,26333.092529664373,26333.092529664373,8589379740.11672
2023-06-20,26779.387461522838,26779.387461522838,6651894946.454161
2023-06-21,28330.891419807507,28330.891419807507,19958565664.552258
2023-06-22,30101.764819488686,30101.764819488686,23757254196.777027
2023-06-23,29935.632106749556,29935.632106749556,19613389213.798763
2023-06-24,30629.24435333575,30629.24435333575,22630955878.97284
2023-06-25,30537.816664634793,30537.816664634793,11736119929.84371
2023-06-26,30454.75697441562,30454.75697441562,12076819255.30491
2023-06-27,30285.50506407074,30285.50506407074,16032184116.631308
2023-06-28,30693.54635606798,30693.54635606798,14411853963.110468
2023-06-29,30083.477245263824,30083.477245263824,8489428028.028098
2023-06-30,30466.610456893526,30466.610456893526,12545425127.446297
2023-07-01,30480.781481944465,30480.781481944465,21422361050.823097
2023-07-02,30583.619599697537,30583.619599697537,4210431244.4326854
2023-07-03,30571.887072871446,30571.887072871446,7236318143.905301
2023-07-04,31134.713133508405,31134.713133508405,14755008156.77765
2023-07-05,30775.624022375305,30775.624022375305,12403890725.264545
2023-07-06,30484.79377442352,30484.79377442352,10260132141.46154
2023-07-07,29990.055151220247,29990.055151220247,21776707863.503353
2023-07-08,30315.26540235163,30315.26540235163,13018507892.814608
2023-07-09,30264.19734525722,30264.19734525722,5608541981.756295
2023-07-10,30169.87065747925,30169.87065747925,7559670230.189486
2023-07-11,30394.28114637557,30394.28114637557,12835219756.96589
2023-07-12,30620.81424697801,30620.81424697801,11753418050.421658
2023-07-13,30407.41631435991,30407.41631435991,13072555444.262321
2023-07-14,31446.0149710716,31446.0149710716,21254274345.702217
2023-07-15,30311.827808130518,30311.827808130518,21977151420.853252
2023-07-16,30297.971400125534,30297.971400125534,6233916918.782722
2023-07-17,30237.334785146097,30237.334785146097,8356410453.563714
2023-07-18,30147.860079211525,30147.860079211525,10974383371.546566
2023-07-19,29848.03227250528,29848.03227250528,13152758553.030825
2023-07-20,29919.87483825516,29919.87483825516,8545620844.326587
2023-07-21,29787.041530355687,29787.041530355687,11117456853.464512
2023-07-22,29914.68272835899,29914.68272835899,8492627980.9282
2023-07-23,29710.155935991766,29710.155935991766,6745541064.873876
2023-07-24,30057.956718714588,30057.956718714588,7427606999.412798
2023-07-25,29184.901913057693,29184.901913057693,15195244950.838041
2023-07-26,29222.974630383527,29222.974630383527,7929844775.363448
2023-07-27,29363.672907978616,29363.672907978616,13088677750.42505
2023-07-28,29200.244001291314,29200.244001291314,9047649539.81237
2023-07-29,29314.09738709836,29314.09738709836,7682754827.0541115
2023-07-30,29356.74774591667,29356.74774591667,4882536540.911603
2023-07-31,29277.755810272716,29277.755810272716,7872881636.625643
2023-08-01,29233.136365580438,29233.136365580438,6641808341.386258
2023-08-02,29537.109746927432,29537.109746927432,15289922840.873833
2023-08-03,29146.63627084363,29146.63627084363,19266318894.086517
2023-08-04,29176.15059658541,29176.15059658541,12539132810.40034
2023-08-05,29087.938086007627,29087.938086007627,12112869085.655884
2023-08-06,29046.800457023197,29046.800457023197,5335308729.48437
2023-08-07,29044.204375577556,29044.204375577556,5360283576.269965
2023-08-08,29178.147751873083,29178.147751873083,13252185122.112452
2023-08-09,29779.56167125089,29779.56167125089,14603570418.91888
2023-08-10,29585.48807737921,29585.48807737921,14633310097.491423
2023-08-11,29423.81891597763,29423.81891597763,8106253519.025447
2023-08-12,29396.8479714205,29396.8479714205,4651950357.636653
2023-08-13,29412.142274584105,29412.142274584105,3994297895.288944
2023-08-14,29284.96971374381,29284.96971374381,4755220448.634491
2023-08-15,29400.58680419105,29400.58680419105,12408355477.111338
2023-08-16,29170.490397060614,29170.490397060614,11523395157.99864
2023-08-17,28754.197021112574,28754.197021112574,14809979642.373245
2023-08-18,26501.58726991974,26501.58726991974,29965585683.421356
