date,open_price,close_price,avg_volume
2023-03-23,1747.6400281141143,1747.6400281141143,13820716099.501862
2023-03-24,1824.9566578949327,1824.9566578949327,10980967034.937744
2023-03-25,1751.2194078261725,1751.2194078261725,11601017881.786583
2023-03-26,1753.982636507409,1753.982636507409,8023849174.389528
2023-03-27,1776.867690456723,1776.867690456723,8417258785.455161
2023-03-28,1719.1709726748606,1719.1709726748606,9757415238.165146
2023-03-29,1776.0436393298319,1776.0436393298319,9548011563.71663
2023-03-30,1795.5369478273235,1795.5369478273235,10395388838.768845
2023-03-31,1792.9085783080432,1792.9085783080432,10958214915.427898
2023-04-01,1824.0200055528176,1824.0200055528176,10329452626.6318
2023-04-02,1823.0003798253083,1823.0003798253083,6199278060.289369
2023-04-03,1797.7369883938552,1797.7369883938552,6679784659.59878
2023-04-04,1810.466255484756,1810.466255484756,11141583996.17221
2023-04-05,1871.333525898643,1871.333525898643,11580514457.961863
2023-04-06,1911.3386899517511,1911.3386899517511,11586484696.705976
2023-04-07,1872.2466823679094,1872.2466823679094,9208408844.045069
2023-04-08,1866.6575447874154,1866.6575447874154,9298216041.371656
2023-04-09,1851.0506710706206,1851.0506710706206,5970294474.952573
2023-04-10,1859.9403872878142,1859.9403872878142,7405572878.99046
2023-04-11,1909.8820609415914,1909.8820609415914,9639736045.970774
2023-04-12,1892.938911069582,1892.938911069582,10245367683.712158
2023-04-13,1920.2230311931223,1920.2230311931223,13152150835.227224
2023-04-14,2012.785415162006,2012.785415162006,13956404022.579199
2023-04-15,2102.9461882949076,2102.9461882949076,17899705467.092876
2023-04-16,2093.166331331955,2093.166331331955,9272832786.084044
2023-04-17,2118.5987891538853,2118.5987891538853,8879608633.84169
2023-04-18,2077.5356646371833,2077.5356646371833,10818847581.540735
2023-04-19,2103.2788135921514,2103.2788135921514,10121134598.143476
2023-04-20,1936.4259207983632,1936.4259207983632,15695628542.024448
2023-04-21,1943.4355981925776,1943.4355981925776,12422352272.165218
2023-04-22,1850.1497384242152,1850.1497384242152,13427480065.767443
2023-04-23,1877.5413280611456,1877.5413280611456,7809497062.825459
2023-04-24,1863.6391422142244,1863.6391422142244,7375382210.29527
2023-04-25,1842.6307920871575,1842.6307920871575,9177916724.0864
2023-04-26,1870.5652231230274,1870.5652231230274,9669740943.905441
2023-04-27,1867.5893250124868,1867.5893250124868,16137081936.11856
2023-04-28,1910.456779102895,1910.456779102895,17307261170.94721
2023-04-29,1894.4280839501073,1894.4280839501073,8853391784.29081
2023-04-30,1905.2738522732104,1905.2738522732104,5262009753.405011
2023-05-01,1885.3919353369215,1885.3919353369215,7328083478.977482
2023-05-02,1832.725799406749,1832.725799406749,9673378163.522745
